AccessTblNm,AccessFldNm,ForeignKey,ForeignKeyBaseField,FKString,FKName,skip,IndexOnField,DataFormat,NULL_allowed
assoc_data,c_assoc_kin_id,BIOG_MAIN,c_personid,c_personid,ASSOC_DATA_ASSOC_KIN_ID,1,Primary,Long,False
assoc_data,c_assoc_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,ASSOC_DATA_nian_hao,1,,Integer,True
assoc_data,c_assoc_range,year_range_codes,c_range_code,c_range_code,ASSOC_DATA_year_range_code,1,,Integer,True
assoc_data,c_inst_name_code,SOCIAL_INSTITUTION_NAME_CODES,c_inst_name_code,c_inst_name_code,ASSOC_DATA_SOCIAL_INSTITUTION_NAME_CODE,1,,Integer,False
assoc_data,"c_inst_name_code,c_inst_code",SOCIAL_INSTITUTION_CODES,c_inst_code,"c_inst_name_code,c_inst_code",ASSOC_DATA_SOCIAL_INSTITUTION_CODE,1,,Integer,False
assoc_data,c_kin_code,KINSHIP_CODES,c_kincode,c_kincode,ASSOC_DATA_KIN_CODE,1,Primary,Long,False
assoc_data,c_kin_id,BIOG_MAIN,c_personid,c_personid,ASSOC_DATA_KIN_ID,1,Primary,Long,False
assoc_data,c_litgenre_code,literarygenre_codes,c_lit_genre_code,c_lit_genre_code,ASSOC_DATA_literarygenre_code,1,,Integer,True
assoc_data,c_occasion_code,OCCASION_CODES,c_occasion_code,c_occasion_code,ASSOC_DATA_OCCASION_CODE,1,,Integer,True
assoc_data,c_personid,BIOG_MAIN,c_personid,c_personid,ASSOC_DATA_PERSON_ID,1,Primary,Long,False
assoc_data,c_source,TEXT_CODES,c_textid,c_textid,ASSOC_DATA_TEXT_CODE,1,,Long,False
ASSOC_DATA,c_tertiary_personid,BIOG_MAIN,c_personid,c_personid,ASSOC_DATA_THIRD_PERSON_ID,1,,Long,True
assoc_data,c_topic_code,SCHOLARLYTOPIC_CODES,c_topic_code,c_topic_code,ASSOC_DATA_SCHOLARLYTOPIC_CODE,1,,Integer,True
biog_addr_data,c_addr_id,ADDR_CODES,c_addr_id,c_addr_id,BIOG_ADDR_DATA_ADDR_CODE,1,Primary,Long,False
biog_addr_data,c_addr_type,BIOG_ADDR_CODES,c_addr_type,c_addr_type,BIOG_ADDR_DATA_BIOG_ADDR_CODE,1,Primary,Integer,False
biog_addr_data,c_fy_day_gz,GANZHI_CODES,c_ganzhi_code,c_ganzhi_code,BIOG_ADDR_DATA_GANZHI_FY,1,,Integer,True
biog_addr_data,c_fy_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,BIOG_ADDR_DATA_nian_hao_fy,1,,Integer,True
biog_addr_data,c_fy_range,year_range_codes,c_range_code,c_range_code,BIOG_ADDR_DATA_year_range_code_fy,1,,Integer,True
biog_addr_data,c_ly_day_gz,GANZHI_CODES,c_ganzhi_code,c_ganzhi_code,BIOG_ADDR_DATA_GANZHI_LY,1,,Integer,True
biog_addr_data,c_ly_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,BIOG_ADDR_DATA_nian_hao_ly,1,,Integer,True
biog_addr_data,c_ly_range,year_range_codes,c_range_code,c_range_code,BIOG_ADDR_DATA_year_range_code_ly,1,,Integer,True
biog_addr_data,c_personid,BIOG_MAIN,c_personid,c_personid,BIOG_ADDR_DATA_PERSON_ID,1,Primary,Long,False
biog_addr_data,c_source,TEXT_CODES,c_textid,c_textid,BIOG_ADDR_DATA_TEXT_CODE,1,,Long,False
BIOG_INST_DATA,c_bi_by_nh_code,NIAN_HAO,c_nianhao_id,c_nianhao_id,BIOG_INST_DATA_NIAN_HAO_BY,1,,Integer,True
BIOG_INST_DATA,c_bi_by_range,YEAR_RANGE_CODES,c_range_code,c_range_code,BIOG_INST_DATA_YEAR_RANGE_CODE_BY,1,,Integer,True
BIOG_INST_DATA,c_bi_ey_nh_code,NIAN_HAO,c_nianhao_id,c_nianhao_id,BIOG_INST_DATA_NIAN_HAO_EY,1,,Integer,True
BIOG_INST_DATA,c_bi_ey_range,YEAR_RANGE_CODES,c_range_code,c_range_code,BIOG_INST_DATA_YEAR_RANGE_CODE_EY,1,,Integer,True
BIOG_INST_DATA,c_bi_role_code,BIOG_INST_CODES,c_bi_role_code,c_bi_role_code,BIOG_INST_DATA_BIOG_INST_CODE,1,Primary Key,Integer,False
BIOG_INST_DATA,c_inst_name_code,SOCIAL_INSTITUTION_NAME_CODES,c_inst_name_code,c_inst_name_code,BIOG_INST_DATA_SOCIAL_INSTITUTION_NAME_CODE,1,Primary Key,Integer,False
BIOG_INST_DATA,"c_inst_name_code,c_inst_code",SOCIAL_INSTITUTION_CODES,c_inst_code,"c_inst_name_code,c_inst_code",BIOG_INST_DATA_SOCIAL_INSTITUTION_CODE,1,Primary Key,Integer,False
BIOG_INST_DATA,c_personid,BIOG_MAIN,c_personid,c_personid,BIOG_INST_DATA_PERSON_ID,1,Primary Key,Long,False
BIOG_INST_DATA,c_source,TEXT_CODES,c_textid,c_textid,BIOG_INST_DATA_TEXT_CODE,1,,Long,False
biog_main,c_by_day_gz,GANZHI_CODES,c_ganzhi_code,c_ganzhi_code,BIOG_MAIN_GANZHI_BY_DAY,1,,Integer,True
biog_main,c_by_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,BIOG_MAIN_nian_hao_by,1,,Integer,True
biog_main,c_by_range,year_range_codes,c_range_code,c_range_code,BIOG_MAIN_year_range_by,1,,Integer,True
biog_main,c_choronym_code,choronym_codes,c_choronym_code,c_choronym_code,BIOG_MAIN_choronym_code,1,,Integer,True
biog_main,c_death_age_range,year_range_codes,c_range_code,c_range_code,BIOG_MAIN_year_range_da,1,,Integer,True
biog_main,c_dy,dynasties,c_dy,c_dy,BIOG_MAIN_dynasty_code,1,,Integer,False
biog_main,c_dy_day_gz,GANZHI_CODES,c_ganzhi_code,c_ganzhi_code,BIOG_MAIN_GANZHI_DY_DAY,1,,Integer,True
biog_main,c_dy_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,BIOG_MAIN_nian_hao_dy,1,,Integer,True
biog_main,c_dy_range,year_range_codes,c_range_code,c_range_code,BIOG_MAIN_year_range_dy,1,,Integer,True
biog_main,c_ethnicity_code,ETHNICITY_TRIBE_CODES,c_ethnicity_code,c_ethnicity_code,BIOG_MAIN_ETHNICITY_CODE,1,,Integer,True
biog_main,c_fl_ey_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,BIOG_MAIN_nian_hao_fl_ey,1,,Integer,True
biog_main,c_fl_ly_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,BIOG_MAIN_nian_hao_fl_ly,1,,Integer,True
BIOG_MAIN,c_household_status_code,HOUSEHOLD_STATUS_CODES,c_household_status_code,c_household_status_code,BIOG_MAIN_HOUSEHOLD_STATUS_CODE,1,,Integer,True
biog_main,c_index_year_source_id,BIOG_MAIN,c_personid,c_personid,BIOG_MAIN_index_year_source_id,1,,Integer,False
biog_main,c_index_year_type_code,INDEXYEAR_TYPE_CODES,c_index_year_type_code,c_index_year_type_code,BIOG_MAIN_index_year_type_code,1,,Integer,False
BIOG_SOURCE_DATA,c_personid,BIOG_MAIN,c_personid,c_personid,BIOG_SOURCE_DATA_PERSON_ID,1,Primary Key,Long,False
BIOG_SOURCE_DATA,c_textid,TEXT_CODES,c_textid,c_textid,BIOG_SOURCE_DATA_TEXT_ID,1,Primary Key,Long,False
BIOG_TEXT_DATA,c_nh_code,NIAN_HAO,c_nianhao_id,c_nianhao_id,BIOG_TEXT_DATA_NIAN_HAO,0,,Integer,True
BIOG_TEXT_DATA,c_personid,BIOG_MAIN,c_personid,c_personid,BIOG_TEXT_DATA_PERSON_ID,0,Primary Key,Long,False
BIOG_TEXT_DATA,c_range_code,YEAR_RANGE_CODES,c_range_code,c_range_code,BIOG_TEXT_DATA_YEAR_RANGE_CODE,0,,Integer,True
BIOG_TEXT_DATA,c_role_id,TEXT_ROLE_CODES,c_role_id,c_role_id,BIOG_TEXT_DATA_TEXT_ROLE_CODE,0,Primary Key,Integer,False
BIOG_TEXT_DATA,c_source,TEXT_CODES,c_textid,c_textid,BIOG_TEXT_DATA_SOURCE_TEXT_ID,0,,Long,False
BIOG_TEXT_DATA,c_textid,TEXT_CODES,c_textid,c_textid,BIOG_TEXT_DATA_TEXT_ID,0,Primary Key,Long,False
entry_code_type_rel,c_entry_code,ENTRY_CODES,c_entry_code,c_entry_code,ENTRY_CODE_TYPE_REL_ENTRY_CODE,1,Primary Key,Integer,False
entry_code_type_rel,c_entry_type,ENTRY_TYPES,c_entry_type,c_entry_type,ENTRY_CODE_TYPE_REL_ENTRY_TYPE,1,Primary Key,Text,False
entry_data,c_assoc_code,ASSOC_CODES,c_assoc_code,c_assoc_code,ENTRY_DATA_ASSOC_CODE,1,Primary Key,Integer,False
entry_data,c_assoc_id,BIOG_MAIN,c_personid,c_personid,ENTRY_DATA_ASSOC_ID,1,Primary Key,Long,False
entry_data,c_entry_code,ENTRY_CODES,c_entry_code,c_entry_code,ENTRY_DATA_ENTRY_CODE,1,Primary Key,Integer,False
ENTRY_DATA,c_entry_dy,DYNASTIES,c_dy,c_dy,ENTRY_DATA_entry_dy,,,,False
entry_data,c_entry_nh_id,nian_hao,c_nianhao_id,c_entry_nh_id,ENTRY_DATA_entry_nian_hao,1,,Integer,True
entry_data,c_entry_range,year_range_codes,c_range_code,c_range_code,ENTRY_DATA_year_range_code,1,,Integer,True
ENTRY_DATA,c_inst_name_code,SOCIAL_INSTITUTION_NAME_CODES,c_inst_name_code,c_inst_name_code,ENTRY_DATA_SOCIAL_INSTITUTION_NAME_CODE,1,Primary Key,Integer,False
ENTRY_DATA,"c_inst_name_code,c_inst_code",SOCIAL_INSTITUTION_CODES,c_inst_code,"c_inst_name_code,c_inst_code",ENTRY_DATA_SOCIAL_INSTITUTION_CODE,1,Primary Key,Integer,False
entry_data,c_kin_code,KINSHIP_CODES,c_kincode,c_kincode,ENTRY_DATA_KIN_CODE,1,Primary Key,Integer,False
entry_data,c_kin_id,BIOG_MAIN,c_personid,c_personid,ENTRY_DATA_KIN_ID,1,Primary Key,Long,False
ENTRY_DATA,c_parental_status_code,PARENTAL_STATUS_CODES,c_parental_status_code,c_parental_status_code,ENTRY_DATA_PARENTAL_STATUS_CODE,1,,Integer,True
entry_data,c_personid,BIOG_MAIN,c_personid,c_personid,ENTRY_DATA_PERSON_ID,1,Primary Key,Long,False
entry_data,c_source,TEXT_CODES,c_textid,c_textid,ENTRY_DATA_SOURCE_TEXT_CODE,1,,Long,True
EVENT_CODES,c_addr_id,ADDR_CODES,c_addr_id,c_addr_id,EVENT_CODES_ADDR_ID,1,,Long,True
event_codes,c_dy,dynasties,c_dy,c_dy,EVENT_CODES_dynasty,1,,Integer,False
event_codes,c_fy_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,EVENT_CODES_nian_hao_fy,1,,Integer,True
event_codes,c_fy_range,year_range_codes,c_range_code,c_range_code,EVENT_CODES_year_range_code_fy,1,,Integer,True
event_codes,c_ly_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,EVENT_CODES_nian_hao_ly,1,,Integer,True
event_codes,c_ly_range,year_range_codes,c_range_code,c_range_code,EVENT_CODES_year_range_code_ly,1,,Integer,True
event_codes,c_source,TEXT_CODES,c_textid,c_textid,EVENT_CODES_SOURCE_TEXT_CODE,1,,Long,True
EVENTS_ADDR,c_addr_id,ADDR_CODES,c_addr_id,c_addr_id,EVENTS_ADDR_ADDR_ID,1,Primary Key,Long,False
EVENTS_ADDR,c_day_ganzhi,GANZHI_CODES,c_ganzhi_code,c_ganzhi_code,EVENTS_ADDR_GANZHI_DAY,1,,Integer,True
EVENTS_ADDR,c_event_code,EVENT_CODES,c_event_code,c_event_code,EVENTS_ADDR_EVENT_CODE,1,,Integer,False
EVENTS_ADDR,c_nh_code,NIAN_HAO,c_nianhao_id,c_nianhao_id,EVENTS_ADDR_NIAN_HAO,1,,Integer,True
EVENTS_ADDR,c_personid,BIOG_MAIN,c_personid,c_personid,EVENTS_ADDR_PERSON_ID,1,Primary Key,Long,False
EVENTS_ADDR,"c_personid,c_sequence,c_event_code",EVENTS_DATA,c_event_code,"c_personid,c_sequence,c_event_code",EVENTS_ADDR_EVENT_DATA,1,,Integer,False
EVENTS_ADDR,c_yr_range,YEAR_RANGE_CODES,c_range_code,c_range_code,EVENTS_ADDR_YEAR_RANGE_CODE,1,,Integer,True
events_data,c_addr_id,ADDR_CODES,c_addr_id,c_addr_id,EVENTS_DATA_ADDR_ID,1,,Long,True
events_data,c_day_ganzhi,GANZHI_CODES,c_ganzhi_code,c_ganzhi_code,EVENTS_DATA_GANZHI_DAY,1,,Integer,True
events_data,c_event_code,EVENT_CODES,c_event_code,c_event_code,EVENTS_DATA_EVENT_CODE,1,,Integer,False
events_data,c_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,EVENTS_DATA_nian_hao,1,,Integer,True
events_data,c_personid,BIOG_MAIN,c_personid,c_personid,EVENTS_DATA_PERSON_ID,1,,Long,False
events_data,c_source,TEXT_CODES,c_textid,c_textid,EVENTS_DATA_SOURCE_TEXT_CODE,1,,Long,True
events_data,c_yr_range,year_range_codes,c_range_code,c_range_code,EVENTS_DATA_year_range_code,1,,Integer,True
kin_data,c_kin_code,KINSHIP_CODES,c_kincode,c_kincode,KIN_DATA_KIN_CODES,0,,Integer,False
kin_data,c_kin_id,BIOG_MAIN,c_personid,c_personid,KIN_DATA_KIN_ID,0,,Long,False
kin_data,c_personid,BIOG_MAIN,c_personid,c_personid,KIN_DATA_PERSON_ID,0,,Long,False
kin_data,c_source,TEXT_CODES,c_textid,c_textid,KIN_DATA_SOURCE_TEXT_CODES,0,,Long,True
kinship_codes,c_kin_pair1,KINSHIP_CODES,c_kincode,c_kincode,KINSHIP_CODES_KIN_PAIR1,0,,Long,False
kinship_codes,c_kin_pair2,KINSHIP_CODES,c_kincode,c_kincode,KINSHIP_CODES_KIN_PAIR2,0,,Long,False
MERGED_PERSON_DATA,c_source,TEXT_CODES,c_textid,c_textid,MERGED_PERSON_SOURCE,0,,Long,True
nian_hao,c_dy,dynasties,c_dy,c_dy,dynasty,0,,Integer,False
OFFICE_CODE_TYPE_REL,c_office_id,OFFICE_CODES,c_office_id,c_office_id,OFFICE_CODE_TYPE_REL_OFFICE_ID,0,Primary Key,Integer,False
OFFICE_CODE_TYPE_REL,c_office_tree_id,OFFICE_TYPE_TREE,c_office_type_node_id,c_office_type_node_id,OFFICE_CODE_TYPE_REL_OFFICE_TYPE_TREE,0,Primary Key,Text,False
office_codes,c_dy,dynasties,c_dy,c_dy,OFFICE_CODES_dynasty,0,,Integer,False
office_codes,c_source,TEXT_CODES,c_textid,c_textid,OFFICE_CODES_SOURCE_TEXT_CODES,0,,Long,False
OFFICE_TYPE_TREE,c_parent_id,OFFICE_TYPE_TREE,c_office_type_node_id,c_office_type_node_id,OFFICE_TYPE_TREE_PARENT,0,,Text,False
possession_addr,c_addr_id,ADDR_CODES,c_addr_id,c_addr_id,POSSESSION_ADDR_ADDR_ID,0,Primary Key,Long,False
possession_addr,c_personid,BIOG_MAIN,c_personid,c_personid,POSSESSION_ADDR_PERSON_ID,0,Primary Key,Long,False
possession_addr,c_possession_record_id,possession_data,c_possession_record_id,c_possession_record_id,POSSESSION_ADDR_possession_id,0,Primary Key,Long,False
possession_data,c_addr_id,ADDR_CODES,c_addr_id,c_addr_id,POSSESSION_DATA_ADDR_ID,0,,Long,False
possession_data,c_measure_code,MEASURE_CODES,c_measure_code,c_measure_code,POSSESSION_DATA_MEASURE_CODE,0,,Integer,True
possession_data,c_personid,BIOG_MAIN,c_personid,c_personid,POSSESSION_DATA_PERSON_ID,0,,Long,False
possession_data,c_possession_act_code,possession_act_codes,c_possession_act_code,c_possession_act_code,POSSESSION_DATA_possession_act_code,0,,Integer,False
possession_data,c_possession_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,POSSESSION_DATA_nian_hao,0,,Integer,True
possession_data,c_possession_yr_range,year_range_codes,c_range_code,c_range_code,POSSESSION_DATA_year_range_code,0,,Integer,True
possession_data,c_source,TEXT_CODES,c_textid,c_textid,POSSESSION_DATA_SOURCE_TEXT_CODE,0,,Long,True
POSTED_TO_ADDR_DATA,c_addr_id,ADDR_CODES,c_addr_id,c_addr_id,POSTED_TO_ADDR_DATA_ADDR_ID,0,Primary Key,Long,False
POSTED_TO_ADDR_DATA,c_office_id,OFFICE_CODES,c_office_id,c_office_id,POSTED_TO_ADDR_DATA_OFFICE_ID,0,Primary Key,Long,False
POSTED_TO_ADDR_DATA,c_personid,BIOG_MAIN,c_personid,c_personid,POSTED_TO_ADDR_DATA_PERSON_ID,0,,,False
POSTED_TO_ADDR_DATA,c_posting_id,POSTING_DATA,c_posting_id,c_posting_id,POSTED_TO_ADDR_DATA_POSTING_ID,0,Primary Key,Long,False
POSTED_TO_OFFICE_DATA,c_appt_code,APPOINTMENT_CODES,c_appt_code,c_appt_code,POSTED_TO_OFFICE_DATA_appointment_code,0,,Integer,True
POSTED_TO_OFFICE_DATA,c_assume_office_code,assume_office_codes,c_assume_office_code,c_assume_office_code,POSTED_TO_OFFICE_DATA_assume_office_code,0,,Integer,True
POSTED_TO_OFFICE_DATA,c_dy,dynasties,c_dy,c_dy,POSTED_TO_OFFICE_DATA_dynasty,0,,Integer,True
POSTED_TO_OFFICE_DATA,c_fy_day_gz,GANZHI_CODES,c_ganzhi_code,c_ganzhi_code,POSTED_TO_OFFICE_DATA_GANZHI_FY_DAY,0,,Integer,True
POSTED_TO_OFFICE_DATA,c_fy_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,POSTED_TO_OFFICE_DATA_nian_hao_fy,0,,Integer,True
POSTED_TO_OFFICE_DATA,c_fy_range,year_range_codes,c_range_code,c_range_code,POSTED_TO_OFFICE_DATA_year_range_fy,0,,Integer,True
POSTED_TO_OFFICE_DATA,c_inst_name_code,SOCIAL_INSTITUTION_NAME_CODES,c_inst_name_code,c_inst_name_code,POSTED_TO_OFFICE_DATA_SOCIAL_INSTITUTION_NAME_CODE,0,,Integer,True
POSTED_TO_OFFICE_DATA,"c_inst_name_code,c_inst_code",SOCIAL_INSTITUTION_CODES,c_inst_code,"c_inst_name_code,c_inst_code",POSTED_TO_OFFICE_DATA_SOCIAL_INSTITUTION_CODE,0,,Long,True
POSTED_TO_OFFICE_DATA,c_ly_day_gz,GANZHI_CODES,c_ganzhi_code,c_ganzhi_code,POSTED_TO_OFFICE_DATA_GANZHI_LY_DAY,0,,Integer,True
POSTED_TO_OFFICE_DATA,c_ly_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,POSTED_TO_OFFICE_DATA_nian_hao_ly,0,,Integer,True
POSTED_TO_OFFICE_DATA,c_ly_range,year_range_codes,c_range_code,c_range_code,POSTED_TO_OFFICE_DATA_year_range_ly,0,,Integer,True
POSTED_TO_OFFICE_DATA,c_office_category_id,OFFICE_CATEGORIES,c_office_category_id,c_office_category_id,POSTED_TO_OFFICE_DATA_OFFICE_CATEGORY,0,,Integer,True
POSTED_TO_OFFICE_DATA,c_office_id,OFFICE_CODES,c_office_id,c_office_id,POSTED_TO_OFFICE_DATA_OFFICE_ID,0,Primary Key,Long,False
POSTED_TO_OFFICE_DATA,c_personid,BIOG_MAIN,c_personid,c_personid,POSTED_TO_OFFICE_DATA_PERSON_ID,0,,Long,False
POSTED_TO_OFFICE_DATA,c_posting_id,POSTING_DATA,c_posting_id,c_posting_id,POSTED_TO_OFFICE_DATA_POSTING_ID,0,Primary Key,Long,False
POSTED_TO_OFFICE_DATA,c_source,TEXT_CODES,c_textid,c_textid,POSTED_TO_OFFICE_DATA_SOURCE_TEXT_CODE,0,,Long,True
POSTING_DATA,c_personid,BIOG_MAIN,c_personid,c_personid,POSTING_DATA_PERSON_ID,0,,Long,False
SOCIAL_INSTITUTION_ADDR,c_inst_addr_id,ADDR_CODES,c_addr_id,c_addr_id,SOCIAL_INSTITUTION_ADDR_ADDR_ID,0,Primary Key,Long,False
SOCIAL_INSTITUTION_ADDR,c_inst_addr_type_code,SOCIAL_INSTITUTION_ADDR_TYPES,c_inst_addr_type_code,c_inst_addr_type_code,SOCIAL_INSTITUTION_ADDR_TYPE,0,Primary Key,Integer,False
SOCIAL_INSTITUTION_ADDR,"c_inst_name_code,c_inst_code",SOCIAL_INSTITUTION_CODES,c_inst_code,"c_inst_name_code,c_inst_code",SOCIAL_INSTITUTION_ADDR_SOCIAL_INSTITUTION_CODE,0,Primary Key,Long,False
SOCIAL_INSTITUTION_ADDR,c_source,TEXT_CODES,c_textid,c_textid,SOCIAL_INSTITUTION_ADDR_TEXT_CODES,0,,Long,False
SOCIAL_INSTITUTION_CODES,c_by_nianhao_code,NIAN_HAO,c_nianhao_id,c_nianhao_id,SOCIAL_INSTITUTION_CODES_NIAN_HAO_BY,0,,Integer,False
SOCIAL_INSTITUTION_CODES,c_by_year_range,YEAR_RANGE_CODES,c_range_code,c_range_code,SOCIAL_INSTITUTION_CODES_YEAR_RANGE_CODE_BY,0,,Integer,False
SOCIAL_INSTITUTION_CODES,c_ey_nianhao_code,NIAN_HAO,c_nianhao_id,c_nianhao_id,SOCIAL_INSTITUTION_CODES_NIAN_HAO_EY,0,,Integer,True
SOCIAL_INSTITUTION_CODES,c_ey_year_range,YEAR_RANGE_CODES,c_range_code,c_range_code,SOCIAL_INSTITUTION_CODES_YEAR_RANGE_CODE_EY,0,,Integer,False
SOCIAL_INSTITUTION_CODES,c_inst_begin_dy,DYNASTIES,c_dy,c_dy,SOCIAL_INSTITUTION_CODES_DYNASTY_BEGIN,0,,Integer,False
SOCIAL_INSTITUTION_CODES,c_inst_floruit_dy,DYNASTIES,c_dy,c_dy,SOCIAL_INSTITUTION_CODES_DYNASTY_END,0,,Integer,False
SOCIAL_INSTITUTION_CODES,c_inst_name_code,SOCIAL_INSTITUTION_NAME_CODES,c_inst_name_code,c_inst_name_code,SOCIAL_INSTITUTION_CODES_SOCIAL_INSTITUTION_NAME_CODE,0,Primary Key,Long,False
SOCIAL_INSTITUTION_CODES,c_inst_type_code,SOCIAL_INSTITUTION_TYPES,c_inst_type_code,c_inst_type_code,SOCIAL_INSTITUTION_CODES_SOCIAL_INSTITUTION_TYPE_CODE,0,,Integer,False
SOCIAL_INSTITUTION_CODES,c_source,TEXT_CODES,c_textid,c_textid,SOCIAL_INSTITUTION_CODES_SOURCE_TEXT_ID,0,,Long,False
STATUS_CODE_TYPE_REL,c_status_code,STATUS_CODES,c_status_code,c_status_code,STATUS_CODE_TYPE_REL_STATUS_CODE,0,Primary Key,Integer,False
STATUS_CODE_TYPE_REL,c_status_type_code,STATUS_TYPES,c_status_type_code,c_status_type_code,STATUS_CODE_TYPE_REL_STATUS_TYPE,0,Primary Key,Text,False
status_data,c_fy_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,STATUS_DATA_nian_hao_fy,0,,Integer,True
status_data,c_fy_range,year_range_codes,c_range_code,c_range_code,STATUS_DATA_year_range_code_fy,0,,Integer,True
status_data,c_ly_nh_code,nian_hao,c_nianhao_id,c_nianhao_id,STATUS_DATA_nian_hao_ly,0,,Integer,True
status_data,c_ly_range,year_range_codes,c_range_code,c_range_code,STATUS_DATA_year_range_code_ly,0,,Integer,True
status_data,c_personid,BIOG_MAIN,c_personid,c_personid,STATUS_DATA_PERSON_ID,0,Primary Key,Long,False
status_data,c_source,TEXT_CODES,c_textid,c_textid,STATUS_DATA_SOURCE_TEXT_ID,0,,Long,True
status_data,c_status_code,STATUS_CODES,c_status_code,c_status_code,STATUS_DATA_STATUS_CODES,0,Primary Key,Integer,False
TEXT_BIBLCAT_CODE_TYPE_REL,c_text_cat_code,TEXT_BIBLCAT_CODES,c_text_cat_code,c_text_cat_code,TEXT_BIBLCAT_CODE_TYPE_REL_TEXT_CAT_CODE,0,Primary Key,Integer,False
TEXT_BIBLCAT_CODE_TYPE_REL,c_text_cat_type_id,TEXT_BIBLCAT_TYPES,c_text_cat_type_id,c_text_cat_type_id,TEXT_BIBLCAT_CODE_TYPE_REL_TEXT_CAT_TYPE,0,Primary Key,Text,False
TEXT_CODES,c_bibl_cat_code,TEXT_BIBLCAT_CODES,c_text_cat_code,c_text_cat_code,TEXT_CODES_TEXT_BIBLCAT_CODE,0,,Integer,True
text_codes,c_extant,EXTANT_CODES,c_extant_code,c_extant_code,TEXT_CODES_EXTANT_CODE,0,,Integer,True
text_codes,c_source,TEXT_CODES,c_textid,c_textid,TEXT_CODES_SOURCE_TEXT_ID,0,,Long,True
text_codes,c_text_country,COUNTRY_CODES,c_country_code,c_country_code,TEXT_CODES_COUNTRY_CODE_TEXT,0,,Integer,True
text_codes,c_text_dy,DYNASTIES,c_dy,c_dy,TEXT_CODES_DYNASTY_TEXT,0,,Integer,True
text_codes,c_text_nh_code,NIAN_HAO,c_nianhao_id,c_nianhao_id,TEXT_CODES_NIAN_HAO_TEXT,0,,Integer,True
text_codes,c_text_range_code,YEAR_RANGE_CODES,c_range_code,c_range_code,TEXT_CODES_YEAR_RANGE_CODE_TEXT,0,,Integer,True
TEXT_INSTANCE_DATA,c_pub_country,COUNTRY_CODES,c_country_code,c_country_code,TEXT_INSTANCE_COUNTRY,0,,Integer,True
